사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-20,2호선,239,홍대입구,980 ,18 ,25734 ,3378 ,27864 ,15984 ,58138 ,30969 ,75109 ,98630 ,54785 ,110413 ,47760 ,78730 ,54591 ,89664 ,61338 ,111106 ,72407 ,131154 ,74365 ,129929 ,88493 ,127797 ,105030 ,134140 ,132331 ,153610 ,172515 ,200053 ,137201 ,162230 ,127442 ,88871 ,152149 ,68800 ,161202 ,54961 ,92055 ,41226 ,11447 ,14773 ,3 ,1898 ,1 ,0 ,0 ,0 
Feb-20,2호선,240,신촌,100 ,6 ,7979 ,2855 ,13141 ,13513 ,32723 ,31977 ,48868 ,74009 ,33511 ,95256 ,31434 ,59194 ,39049 ,56699 ,48441 ,60208 ,54466 ,71783 ,53336 ,62627 ,61621 ,57971 ,70564 ,59461 ,87910 ,74728 ,94400 ,108886 ,69952 ,83511 ,70612 ,41403 ,74815 ,33194 ,79690 ,29412 ,41415 ,21606 ,6171 ,6263 ,0 ,36 ,0 ,1 ,0 ,0 
Feb-20,2호선,241,이대,35 ,1 ,2529 ,1376 ,5379 ,12112 ,15737 ,11828 ,22598 ,29967 ,14623 ,30421 ,11401 ,24841 ,13590 ,20924 ,20118 ,23574 ,22684 ,25982 ,21200 ,24121 ,24468 ,22617 ,32409 ,22349 ,39470 ,23184 ,34828 ,30714 ,24173 ,23862 ,18451 ,14126 ,17846 ,12451 ,14280 ,11767 ,5300 ,9096 ,672 ,2726 ,0 ,32 ,0 ,0 ,0 ,0 
Feb-20,2호선,242,아현,5 ,1 ,3898 ,1074 ,8668 ,6907 ,23822 ,8466 ,34259 ,15011 ,20391 ,11397 ,13376 ,8622 ,12134 ,7823 ,13032 ,8729 ,12976 ,10079 ,11876 ,10669 ,12557 ,11585 ,13919 ,13392 ,16244 ,17556 ,17533 ,27116 ,10299 ,23192 ,7189 ,14764 ,6053 ,13860 ,4067 ,13008 ,1962 ,8754 ,307 ,2573 ,2 ,6 ,0 ,0 ,0 ,0 
Feb-20,2호선,243,충정로(경기대입구),7 ,1 ,3050 ,876 ,6069 ,5116 ,15128 ,14592 ,21616 ,63710 ,14224 ,30510 ,10144 ,13225 ,10982 ,9832 ,10780 ,9441 ,12491 ,11375 ,12172 ,10689 ,12514 ,10553 ,14554 ,11352 ,21039 ,13761 ,51566 ,21099 ,17643 ,16156 ,10720 ,10163 ,10071 ,9833 ,7543 ,9069 ,3106 ,6407 ,540 ,1807 ,0 ,40 ,0 ,0 ,0 ,0 
Feb-20,2호선,244,용답,1 ,0 ,2127 ,225 ,2759 ,830 ,6630 ,1344 ,11683 ,2657 ,5453 ,1641 ,3292 ,1570 ,2747 ,1642 ,3193 ,2067 ,3609 ,2578 ,3147 ,2727 ,2761 ,3323 ,3048 ,4154 ,3424 ,5007 ,3411 ,9203 ,1975 ,6866 ,1475 ,4023 ,1126 ,4418 ,799 ,4128 ,563 ,2802 ,85 ,797 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,2호선,245,신답,2 ,0 ,912 ,65 ,1634 ,515 ,5650 ,860 ,10404 ,1773 ,3558 ,928 ,1928 ,875 ,1630 ,999 ,1693 ,1234 ,1758 ,1420 ,1512 ,1487 ,1567 ,2169 ,1442 ,2667 ,1706 ,3429 ,1987 ,8671 ,1055 ,6984 ,581 ,2938 ,504 ,3355 ,412 ,2456 ,194 ,1844 ,25 ,485 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,2호선,246,신설동,27 ,1 ,995 ,368 ,1167 ,1770 ,2586 ,5463 ,5475 ,14214 ,3612 ,9445 ,3387 ,6889 ,4457 ,6265 ,5288 ,5947 ,5982 ,6453 ,6703 ,6021 ,7421 ,5322 ,8001 ,4668 ,10553 ,4623 ,14536 ,5208 ,5828 ,4207 ,3308 ,2643 ,2675 ,2227 ,2117 ,1914 ,773 ,1386 ,141 ,542 ,0 ,108 ,0 ,0 ,0 ,0 
Feb-20,2호선,247,도림천,0 ,0 ,315 ,345 ,889 ,702 ,2582 ,2979 ,3044 ,5828 ,1763 ,1943 ,1575 ,1376 ,1319 ,1243 ,1953 ,1582 ,1541 ,961 ,1748 ,1471 ,1943 ,1174 ,1996 ,1443 ,2684 ,1698 ,3434 ,2511 ,1736 ,2365 ,806 ,1375 ,727 ,1279 ,326 ,1077 ,202 ,855 ,40 ,231 ,1 ,4 ,0 ,0 ,0 ,0 
Feb-20,2호선,248,양천구청,20 ,0 ,4129 ,839 ,9576 ,1911 ,29019 ,4494 ,26361 ,8927 ,15045 ,5388 ,9075 ,4551 ,8290 ,4355 ,8720 ,5628 ,8540 ,6846 ,7471 ,6898 ,6770 ,8368 ,7231 ,9551 ,8237 ,13629 ,8820 ,25387 ,3874 ,24355 ,2656 ,13067 ,2452 ,11545 ,2042 ,11078 ,868 ,8464 ,138 ,2818 ,0 ,29 ,1 ,0 ,0 ,0 
Feb-20,2호선,249,신정네거리,49 ,7 ,6890 ,1345 ,11415 ,8016 ,37953 ,4599 ,36011 ,10889 ,19330 ,7590 ,12268 ,6565 ,10961 ,6832 ,11610 ,7752 ,11517 ,9224 ,10253 ,10059 ,9945 ,11883 ,12063 ,14489 ,14464 ,20144 ,11890 ,36921 ,6992 ,31202 ,4824 ,17016 ,4024 ,14993 ,3464 ,13718 ,1674 ,9079 ,265 ,2618 ,1 ,192 ,0 ,0 ,0 ,0 
Feb-20,2호선,250,용두(동대문구청),5 ,0 ,924 ,168 ,1281 ,790 ,4408 ,2002 ,7610 ,5877 ,3470 ,3429 ,2596 ,2495 ,2773 ,2889 ,3244 ,2702 ,3370 ,3205 ,3397 ,3600 ,3808 ,3863 ,3759 ,3498 ,3969 ,3854 ,5296 ,7166 ,2553 ,5350 ,1691 ,2839 ,1390 ,2623 ,1171 ,1908 ,413 ,1404 ,77 ,436 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,3호선,309,지축,0 ,0 ,855 ,275 ,3581 ,1558 ,10668 ,2277 ,11090 ,2215 ,5308 ,1419 ,3571 ,1404 ,3050 ,1803 ,3130 ,2019 ,3099 ,2365 ,2579 ,2510 ,2842 ,2919 ,3278 ,3670 ,3650 ,4796 ,2762 ,9679 ,1312 ,8409 ,875 ,5473 ,581 ,4507 ,520 ,3982 ,276 ,2494 ,57 ,664 ,1 ,1 ,0 ,0 ,0 ,0 
Feb-20,3호선,310,구파발,120 ,4 ,8439 ,1381 ,25873 ,7270 ,82181 ,17318 ,79733 ,24109 ,39191 ,22302 ,25189 ,20613 ,23021 ,17322 ,24284 ,20082 ,24099 ,22007 ,23024 ,21753 ,24427 ,22679 ,27089 ,25386 ,29802 ,32262 ,28671 ,60736 ,18040 ,59974 ,13833 ,33112 ,12506 ,28287 ,10917 ,25249 ,3898 ,18441 ,645 ,6080 ,3 ,331 ,0 ,2 ,0 ,0 
Feb-20,3호선,311,연신내,293 ,24 ,24198 ,1879 ,44764 ,11150 ,128476 ,16479 ,158307 ,32164 ,84195 ,34565 ,53437 ,31128 ,47525 ,31143 ,52554 ,34706 ,51727 ,40397 ,46809 ,43337 ,45961 ,49948 ,48183 ,58381 ,49926 ,75491 ,47694 ,129458 ,34558 ,126899 ,27858 ,70807 ,25427 ,61608 ,23301 ,57201 ,12164 ,37820 ,2334 ,12459 ,1 ,28 ,2 ,2 ,0 ,0 
Feb-20,3호선,312,불광,22 ,1 ,8278 ,976 ,16450 ,5184 ,47287 ,8169 ,59310 ,28868 ,30999 ,26676 ,20869 ,22874 ,19981 ,18886 ,20172 ,21003 ,22149 ,23866 ,21208 ,24712 ,22105 ,25666 ,23065 ,28273 ,25191 ,33761 ,29604 ,54957 ,17036 ,47609 ,13087 ,26617 ,11957 ,22973 ,9153 ,21059 ,3817 ,13757 ,681 ,4377 ,0 ,2 ,0 ,0 ,0 ,0 
Feb-20,3호선,313,녹번,9 ,3 ,7452 ,1196 ,17968 ,9718 ,51902 ,6736 ,62715 ,16043 ,33558 ,9398 ,18872 ,7477 ,15800 ,7278 ,15436 ,8576 ,15049 ,10190 ,13351 ,11032 ,12711 ,12915 ,15339 ,16772 ,16592 ,22084 ,17570 ,42311 ,8587 ,40010 ,5903 ,23783 ,5110 ,20918 ,3907 ,18783 ,1786 ,12031 ,257 ,3405 ,0 ,0 ,0 ,1 ,0 ,0 
Feb-20,3호선,314,홍제,34 ,0 ,7769 ,1354 ,18825 ,7854 ,54659 ,9900 ,68581 ,22075 ,39067 ,15122 ,25670 ,13911 ,22634 ,13753 ,24216 ,15608 ,23479 ,17606 ,21139 ,19064 ,21112 ,22950 ,22586 ,26278 ,24605 ,32739 ,25577 ,55448 ,13824 ,51111 ,10536 ,28996 ,8872 ,25809 ,6449 ,22377 ,2848 ,14759 ,490 ,4305 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,315,무악재,19 ,0 ,1522 ,186 ,4204 ,1367 ,13472 ,2486 ,16238 ,4710 ,9164 ,3304 ,6071 ,2723 ,5035 ,2767 ,5127 ,3217 ,4725 ,3686 ,4089 ,4098 ,3885 ,4593 ,4099 ,5794 ,4736 ,7419 ,6062 ,13450 ,2998 ,12595 ,2076 ,7439 ,1859 ,6829 ,1274 ,6574 ,629 ,4280 ,92 ,1206 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,316,독립문,80 ,1 ,4273 ,629 ,5373 ,3833 ,14081 ,9709 ,18235 ,18880 ,12893 ,11392 ,9837 ,9530 ,9400 ,7493 ,11005 ,7818 ,10950 ,9397 ,10174 ,8482 ,10666 ,8795 ,10550 ,9749 ,11746 ,11648 ,14668 ,16470 ,7093 ,14262 ,5024 ,8460 ,4181 ,7325 ,2973 ,7355 ,1125 ,4825 ,201 ,1981 ,3 ,697 ,0 ,0 ,0 ,0 
Feb-20,3호선,317,경복궁(정부서울청사),69 ,0 ,2417 ,1289 ,4994 ,11478 ,12370 ,34058 ,18205 ,108579 ,18147 ,50650 ,14364 ,33486 ,17268 ,27978 ,20380 ,25850 ,25044 ,28611 ,27121 ,24731 ,31590 ,21754 ,38477 ,19711 ,52392 ,21422 ,93955 ,27543 ,35816 ,20255 ,27592 ,10977 ,31840 ,9294 ,19125 ,8974 ,8159 ,5415 ,1216 ,1713 ,0 ,55 ,0 ,0 ,0 ,0 
Feb-20,3호선,318,안국,25 ,0 ,1549 ,1793 ,2827 ,18271 ,5296 ,83816 ,7933 ,103409 ,8259 ,58608 ,10660 ,36879 ,14742 ,33140 ,19279 ,30108 ,23018 ,30337 ,26189 ,28736 ,31135 ,23558 ,36486 ,20601 ,85898 ,18519 ,110344 ,18613 ,44464 ,10359 ,32280 ,5970 ,28512 ,4888 ,17793 ,4823 ,6040 ,2639 ,934 ,945 ,0 ,0 ,0 ,1 ,0 ,0 
Feb-20,3호선,319,종로3가,3 ,1 ,635 ,673 ,1140 ,4759 ,1765 ,12967 ,2567 ,48074 ,3836 ,46592 ,5719 ,29566 ,8064 ,21227 ,9390 ,20735 ,10724 ,19614 ,12238 ,20256 ,16591 ,18266 ,17779 ,14567 ,26808 ,14248 ,53751 ,14555 ,35659 ,9105 ,16602 ,4549 ,16452 ,3463 ,12692 ,2852 ,5572 ,1972 ,647 ,742 ,1 ,11 ,0 ,1 ,0 ,0 
Feb-20,3호선,320,을지로3가,9 ,0 ,495 ,862 ,962 ,7631 ,1831 ,31267 ,3281 ,78420 ,5116 ,36368 ,6341 ,17010 ,7928 ,12858 ,8419 ,11345 ,10199 ,12580 ,11873 ,10976 ,13466 ,10393 ,16626 ,10323 ,32796 ,10953 ,67966 ,13419 ,29560 ,8081 ,18159 ,3766 ,16512 ,2856 ,12820 ,2018 ,6739 ,1374 ,1163 ,418 ,0 ,3 ,0 ,1 ,0 ,0 
Feb-20,3호선,321,충무로,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,1 ,0 ,5 ,0 ,4 ,0 ,6 ,0 ,5 ,0 ,0 ,0 ,5 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,322,동대입구,11 ,1 ,1155 ,1010 ,2142 ,6811 ,4177 ,17176 ,7003 ,55541 ,5324 ,20461 ,4950 ,12370 ,5788 ,11584 ,6847 ,10590 ,8628 ,11856 ,9989 ,10568 ,10992 ,9574 ,14616 ,8384 ,29322 ,9335 ,43347 ,11205 ,15386 ,6993 ,10515 ,4101 ,11016 ,4083 ,8582 ,3460 ,2906 ,2455 ,371 ,968 ,0 ,78 ,0 ,0 ,0 ,0 
Feb-20,3호선,323,약수,86 ,2 ,5097 ,954 ,9417 ,5082 ,22255 ,10565 ,37938 ,32745 ,24872 ,21033 ,16354 ,14284 ,15530 ,12529 ,17261 ,12819 ,17989 ,14220 ,17079 ,15114 ,17104 ,15909 ,18167 ,18114 ,21486 ,24080 ,32391 ,39346 ,18508 ,28844 ,14121 ,17529 ,14380 ,16046 ,10883 ,14613 ,5496 ,9376 ,1039 ,3506 ,3 ,518 ,0 ,0 ,0 ,0 
Feb-20,3호선,324,금호,18 ,4 ,4163 ,501 ,8204 ,2512 ,23848 ,3952 ,35932 ,7859 ,21901 ,6461 ,12592 ,5710 ,10597 ,5836 ,10597 ,7202 ,10612 ,8611 ,9290 ,9066 ,9376 ,10639 ,9397 ,12131 ,10145 ,16945 ,10557 ,28633 ,7128 ,22072 ,5555 ,14126 ,4520 ,12585 ,3508 ,11407 ,1702 ,6886 ,298 ,2007 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,325,옥수,184 ,18 ,2580 ,999 ,7578 ,3978 ,21023 ,6208 ,31138 ,14410 ,19381 ,10671 ,12119 ,7410 ,11107 ,7737 ,11250 ,9235 ,12420 ,10470 ,11314 ,10680 ,11256 ,12046 ,12479 ,13797 ,14200 ,19059 ,16325 ,30984 ,10175 ,24424 ,7550 ,15732 ,6802 ,13422 ,4851 ,13514 ,2380 ,7426 ,417 ,1994 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,326,압구정,66 ,3 ,2949 ,1866 ,6972 ,20101 ,14245 ,40709 ,23969 ,142325 ,17064 ,150177 ,20021 ,68439 ,26151 ,52417 ,31435 ,44797 ,35658 ,51081 ,42515 ,46202 ,50745 ,40250 ,58125 ,38719 ,74872 ,42973 ,133438 ,52511 ,97138 ,33852 ,71305 ,15020 ,49696 ,11367 ,38097 ,9420 ,13573 ,5778 ,1633 ,2100 ,4 ,280 ,0 ,0 ,0 ,0 
Feb-20,3호선,327,신사,63 ,7 ,4081 ,1430 ,6084 ,19925 ,11103 ,42505 ,17865 ,112020 ,15422 ,130067 ,16482 ,66234 ,21632 ,45962 ,26928 ,47638 ,33280 ,52714 ,39107 ,50517 ,47004 ,46638 ,55647 ,44905 ,78155 ,48582 ,134862 ,67834 ,98159 ,43227 ,63107 ,19023 ,65876 ,13729 ,54986 ,10601 ,24350 ,8028 ,3147 ,3311 ,0 ,5 ,0 ,0 ,0 ,0 
Feb-20,3호선,328,잠원,0 ,0 ,1241 ,649 ,5279 ,3808 ,14020 ,6899 ,21022 ,9059 ,12609 ,7260 ,7468 ,4613 ,7292 ,4727 ,8237 ,5633 ,8009 ,6626 ,7070 ,6249 ,7303 ,6684 ,8010 ,7270 ,9446 ,10115 ,10709 ,17476 ,6180 ,13764 ,4070 ,8222 ,3850 ,7658 ,2867 ,8840 ,946 ,4771 ,127 ,1435 ,0 ,0 ,2 ,2 ,0 ,0 
Feb-20,3호선,329,고속터미널,121 ,0 ,4673 ,2962 ,6343 ,24514 ,21547 ,38704 ,38165 ,74099 ,39769 ,86916 ,42716 ,69112 ,50830 ,72722 ,62168 ,71672 ,67623 ,72679 ,70461 ,75939 ,78513 ,79929 ,88154 ,79059 ,108998 ,84666 ,119729 ,103014 ,96393 ,68598 ,106897 ,39679 ,68601 ,30264 ,46936 ,22366 ,16680 ,12663 ,1908 ,1963 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,330,교대(법원.검찰청),21 ,0 ,834 ,542 ,2743 ,5190 ,6936 ,15213 ,11160 ,46024 ,8677 ,33561 ,8865 ,15464 ,11215 ,10506 ,12691 ,9671 ,16226 ,10189 ,18418 ,9719 ,20246 ,8935 ,23002 ,8711 ,35422 ,10641 ,63968 ,16240 ,27364 ,9969 ,20769 ,4710 ,22943 ,3354 ,22306 ,3075 ,8579 ,2216 ,1308 ,761 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,331,남부터미널(예술의전당),48 ,1 ,2496 ,923 ,7058 ,21690 ,23059 ,48585 ,38808 ,150464 ,31224 ,73850 ,28154 ,44683 ,30588 ,34416 ,34013 ,38317 ,36624 ,43167 ,38610 ,43890 ,43282 ,40626 ,49758 ,41795 ,78691 ,44910 ,139290 ,58668 ,63444 ,39856 ,41568 ,22072 ,39485 ,17793 ,31420 ,14353 ,12990 ,8096 ,1259 ,2262 ,0 ,2 ,0 ,0 ,0 ,0 
Feb-20,3호선,332,양재(서초구청),75 ,2 ,4639 ,2420 ,11808 ,34810 ,29655 ,91129 ,42368 ,241138 ,29077 ,122255 ,24972 ,53977 ,27378 ,42428 ,33034 ,37715 ,40697 ,43945 ,41087 ,38379 ,48222 ,37578 ,57516 ,37677 ,101440 ,48005 ,198854 ,69211 ,95956 ,50034 ,61257 ,28406 ,58331 ,23984 ,41552 ,20648 ,15850 ,12452 ,1638 ,3752 ,1 ,12 ,0 ,0 ,0 ,0 
Feb-20,3호선,333,매봉,0 ,0 ,1327 ,483 ,5396 ,8618 ,12293 ,17756 ,17334 ,67870 ,11551 ,32719 ,8846 ,12402 ,9125 ,9837 ,9669 ,9539 ,10705 ,10006 ,12170 ,9188 ,13722 ,9107 ,15762 ,9385 ,27244 ,12507 ,60443 ,18122 ,22495 ,13894 ,13527 ,7671 ,14281 ,6709 ,9535 ,6337 ,3312 ,3935 ,456 ,1173 ,0 ,43 ,0 ,0 ,0 ,0 
Feb-20,3호선,334,도곡,43 ,0 ,992 ,267 ,3118 ,3233 ,7359 ,10247 ,10457 ,20279 ,6475 ,16508 ,4733 ,6916 ,5091 ,6204 ,6131 ,5892 ,6286 ,6443 ,6385 ,5794 ,7373 ,5194 ,8979 ,5126 ,14016 ,6630 ,17523 ,9326 ,9592 ,8303 ,5766 ,4471 ,5535 ,4004 ,3494 ,3759 ,1319 ,2327 ,201 ,1262 ,1 ,252 ,0 ,0 ,0 ,0 
Feb-20,3호선,335,대치,4 ,0 ,2128 ,811 ,10038 ,7113 ,21807 ,15351 ,23402 ,26189 ,13149 ,21255 ,9942 ,13507 ,10201 ,11613 ,13195 ,15098 ,15513 ,18907 ,13549 ,15488 ,15963 ,14967 ,17122 ,16239 ,26765 ,21498 ,27730 ,25778 ,17062 ,21196 ,12056 ,11575 ,13547 ,10671 ,28451 ,10215 ,3734 ,6091 ,392 ,1840 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,3호선,336,학여울,0 ,0 ,400 ,180 ,1384 ,1540 ,3203 ,2681 ,4211 ,6897 ,2643 ,3922 ,1756 ,2787 ,1938 ,2166 ,2312 ,2467 ,2484 ,2849 ,2821 ,2718 ,3580 ,2565 ,3888 ,2161 ,4821 ,2568 ,6082 ,3810 ,2704 ,3323 ,1828 ,1941 ,1493 ,1670 ,1132 ,1601 ,305 ,1121 ,51 ,383 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,337,대청,13 ,1 ,3090 ,1065 ,8700 ,6209 ,23665 ,10166 ,30342 ,24085 ,15649 ,11145 ,11337 ,7136 ,10593 ,7412 ,11604 ,8225 ,11983 ,8517 ,11239 ,9100 ,12419 ,10576 ,13969 ,10985 ,18544 ,14773 ,25825 ,23272 ,11230 ,21985 ,7874 ,13444 ,6429 ,11810 ,4625 ,13023 ,1966 ,7446 ,265 ,2514 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,338,일원,4 ,1 ,1658 ,1251 ,6897 ,7436 ,18734 ,22673 ,20702 ,20366 ,13560 ,16171 ,12572 ,14294 ,13770 ,10413 ,13757 ,11594 ,12609 ,12824 ,13637 ,11656 ,15395 ,10054 ,16884 ,9169 ,26590 ,11279 ,15870 ,17191 ,8994 ,15637 ,6315 ,9388 ,4151 ,8914 ,3030 ,8862 ,1182 ,4467 ,140 ,1542 ,0 ,20 ,0 ,0 ,0 ,0 
Feb-20,3호선,339,수서,169 ,4 ,4006 ,1717 ,10767 ,11471 ,30631 ,22357 ,40316 ,48744 ,25693 ,28178 ,22702 ,17602 ,19477 ,14802 ,23137 ,17553 ,22654 ,18129 ,18209 ,19072 ,23399 ,21053 ,25056 ,22961 ,32503 ,28209 ,46666 ,43215 ,21777 ,34355 ,19783 ,22892 ,14200 ,17898 ,12669 ,18131 ,5421 ,8034 ,519 ,3520 ,0 ,298 ,0 ,0 ,0 ,0 
Feb-20,3호선,340,가락시장,8 ,1 ,2183 ,527 ,5868 ,4382 ,17494 ,8388 ,21802 ,29471 ,14098 ,13786 ,11086 ,9451 ,10654 ,9271 ,11322 ,9728 ,11914 ,10718 ,12038 ,10647 ,12284 ,11691 ,13606 ,12158 ,15954 ,15080 ,28815 ,22859 ,12095 ,18612 ,9004 ,10719 ,8065 ,9165 ,6211 ,8468 ,2727 ,5696 ,427 ,1724 ,1 ,49 ,0 ,0 ,0 ,0 
Feb-20,3호선,341,경찰병원,6 ,1 ,2208 ,156 ,6167 ,2701 ,20036 ,6863 ,25527 ,28724 ,14463 ,14328 ,10043 ,8945 ,9512 ,5775 ,8117 ,6875 ,9241 ,8627 ,9291 ,8328 ,9028 ,7706 ,9685 ,8076 ,13898 ,11256 ,19927 ,19285 ,7251 ,17506 ,5406 ,10210 ,4973 ,8621 ,3510 ,7966 ,1213 ,5410 ,203 ,1398 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,3호선,342,오금,9 ,1 ,3002 ,9 ,5923 ,1660 ,22612 ,4908 ,29964 ,13767 ,14564 ,5892 ,7952 ,4195 ,6733 ,3652 ,7396 ,4381 ,7739 ,4952 ,6102 ,5238 ,5993 ,6420 ,6365 ,7223 ,8927 ,10435 ,12632 ,19638 ,5199 ,15567 ,3702 ,9677 ,3150 ,8548 ,2619 ,8995 ,925 ,5712 ,149 ,1726 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,4호선,409,당고개,69 ,1 ,7680 ,15 ,15183 ,6411 ,46717 ,6705 ,47892 ,12138 ,27685 ,11818 ,18587 ,10889 ,16486 ,9591 ,17444 ,11322 ,17398 ,11707 ,15255 ,11982 ,14704 ,15327 ,15322 ,17874 ,16476 ,22533 ,15982 ,34893 ,10900 ,35298 ,6871 ,22784 ,5362 ,20126 ,4183 ,18698 ,1860 ,13837 ,320 ,4984 ,2 ,486 ,0 ,0 ,0 ,0 
Feb-20,4호선,410,상계,58 ,1 ,11670 ,123 ,30740 ,6423 ,85498 ,8212 ,76185 ,17778 ,39857 ,15402 ,25970 ,13780 ,22757 ,13392 ,24539 ,16564 ,23574 ,18254 ,20901 ,19219 ,19674 ,21063 ,20756 ,26039 ,21740 ,34575 ,23164 ,58215 ,15115 ,60999 ,10817 ,35959 ,9973 ,30402 ,10555 ,27527 ,3907 ,20849 ,655 ,6783 ,3 ,710 ,0 ,0 ,0 ,0 
Feb-20,4호선,411,노원,74 ,1 ,11387 ,572 ,22253 ,7898 ,51167 ,10754 ,55088 ,27554 ,31030 ,31919 ,22782 ,22798 ,22050 ,21746 ,24430 ,25352 ,25614 ,29289 ,25909 ,30978 ,26666 ,32732 ,28899 ,37054 ,31722 ,47916 ,35511 ,78427 ,25804 ,71136 ,27630 ,40261 ,25658 ,32924 ,26204 ,29194 ,13777 ,20751 ,2557 ,7557 ,1 ,339 ,0 ,0 ,0 ,0 
Feb-20,4호선,412,창동,1167 ,18 ,15433 ,2264 ,32543 ,11771 ,90474 ,14902 ,78589 ,35998 ,48360 ,30661 ,34623 ,26234 ,32999 ,25392 ,34949 ,29138 ,35876 ,34257 ,33529 ,35748 ,34172 ,41128 ,36593 ,45529 ,40662 ,54282 ,47182 ,87785 ,25787 ,87216 ,19987 ,49528 ,18987 ,41164 ,15932 ,38815 ,7784 ,27383 ,1305 ,10484 ,1 ,19 ,0 ,0 ,0 ,0 
Feb-20,4호선,413,쌍문,81 ,2 ,20357 ,1108 ,47195 ,9245 ,119067 ,12555 ,129624 ,27025 ,74251 ,21540 ,46493 ,18616 ,38366 ,18512 ,39905 ,22579 ,37204 ,25748 ,32338 ,28083 ,31118 ,35111 ,32865 ,41830 ,34977 ,56224 ,36105 ,97128 ,23778 ,101468 ,16843 ,59912 ,14407 ,49111 ,10971 ,47787 ,5773 ,31411 ,809 ,10735 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,4호선,414,수유(강북구청),98 ,7 ,17459 ,3569 ,39036 ,11266 ,105894 ,19398 ,127288 ,51362 ,74687 ,37955 ,47933 ,28701 ,42709 ,28514 ,45725 ,32140 ,45455 ,37951 ,42591 ,40846 ,42185 ,45439 ,44405 ,54838 ,49521 ,69081 ,62660 ,116890 ,39003 ,114873 ,29468 ,68001 ,26212 ,58768 ,22849 ,53836 ,13770 ,34806 ,2423 ,9555 ,0 ,1 ,0 ,1 ,0 ,0 
Feb-20,4호선,415,미아(서울사이버대학),30 ,8 ,8985 ,1735 ,18495 ,4665 ,46083 ,10147 ,55682 ,29144 ,32481 ,17055 ,21233 ,13291 ,19438 ,13779 ,21083 ,14256 ,20839 ,16160 ,19478 ,16949 ,18534 ,20247 ,19369 ,23061 ,21986 ,29185 ,26443 ,44078 ,16455 ,40973 ,11134 ,24340 ,9953 ,21641 ,6811 ,19299 ,3160 ,12661 ,553 ,3509 ,1 ,0 ,0 ,1 ,0 ,0 
Feb-20,4호선,416,미아사거리,28 ,4 ,12849 ,2311 ,31961 ,7546 ,88026 ,14206 ,104972 ,30996 ,58898 ,32275 ,37310 ,24533 ,33574 ,25167 ,35910 ,28677 ,36633 ,30367 ,34894 ,33892 ,35469 ,40064 ,37509 ,45583 ,38988 ,58702 ,43721 ,97637 ,32821 ,88236 ,31409 ,49229 ,19965 ,41757 ,16301 ,39232 ,8704 ,23522 ,1585 ,5748 ,1 ,1 ,0 ,0 ,0 ,0 
Feb-20,4호선,417,길음,17 ,2 ,7995 ,1771 ,24652 ,7440 ,75139 ,10623 ,86314 ,24319 ,42918 ,18867 ,26251 ,16089 ,22327 ,15779 ,24304 ,17544 ,24416 ,21379 ,21968 ,20940 ,22074 ,23226 ,23566 ,27355 ,27764 ,37478 ,27976 ,66725 ,18894 ,60652 ,13783 ,34779 ,10252 ,30347 ,9544 ,30707 ,3949 ,20801 ,669 ,4551 ,0 ,0 ,0 ,0 ,0 ,0 
